date	commit	iterations	scope	supported_delta	tests_passed	todo_delta	remaining_gap
2026-04-20	dual-issue	1	Item#4 iter: dual-issue XLU background collect	XLU dispatch advances pc immediately; do_xlu_collect_bg writes dst 1 cycle later; !xlu_busy structural guard	test-sxu 6/6; backend 868/868	XLU and non-XLU ops can overlap	RAW stall against xlu_dst
2026-04-20	backend	1	Item#4 iter: chained XLU sim test	back-to-back XLU broadcasts via !xlu_busy guard produce correct result	backend 869/869 (+1)	XLU chained ops verified	RAW guards for VPU and other readers
2026-04-20	todo	1	Item#4 iter 6: TODO mark Item#4 done	dual-issue XLU landing summarized in TODO	docs-only	Item#4 complete	Item#5 DMA stub
2026-04-20	weightdma	1	Item#5 iter: WeightDMA stub	DMA engine writes synthetic tiles to inactive DB bank over N cycles; kick/isBusy/isDone interface	test-weight-dma 3/3	background weight preload mechanism	HBM-connected DMA + TensorCore wiring
2026-04-20	actdma	1	Item#5 iter: ActivationDMA stub	sibling DMA for activation DB bank; synthetic vectors; kick/isBusy/isDone	test-activ-dma 3/3	both DB operands have preload DMAs	combined DMA-backed Controller dispatch
2026-04-20	ctrldbdma	1	Item#5 iter: ping-pong DMA + Controller	WeightDMA writes inactive bank during MXU dispatch; swap; second dispatch consumes DMA-loaded tile	test-ctrl-db-dma 2/2	architectural DMA pattern proven E2E	TensorCore default wiring
2026-04-20	cube	1	Item#10 iter: self-cube renderer	x**3 via two FMUL steps per tile	backend 870/870 (+2)	Tensor(x)**3 end-to-end	further composite activations
2026-04-20	selfsq-fix	1	Item#10 iter: self-square renderer bug fix	x**4 no longer silently returns x**2 via false-match; regression guard added	backend 871/871 (+1)	self-square rejects power>=4	x**4+ dedicated renderer
2026-04-20	swish	1	Item#10 iter: swish/silu renderer	x*sigmoid(x) via 6-step FMUL/EXP2/FADD/FRECIP/FMUL microprogram per tile	backend 872/872 (+1)	Tensor.silu() end-to-end	more activations
2026-04-20	guards	1	Item#10 iter: tighten abs+relu guards	rejected silent mis-lowering of hardtanh (as RELU) and softsign (as abs); regression tests added	backend 874/874 (+2)	refuse wrong results	clip/hardtanh dedicated renderers
2026-04-20	softsign	1	Item#10 iter: softsign renderer	x/(1+|x|) via 6-step microprogram per tile	backend 874/874 (+2)	Tensor.softsign() end-to-end	hardtanh/clip dedicated
2026-04-20	mean	1	Item#10 iter: float reduction post-op	float mean() no longer mis-types post-reduce scalar mul as integer; FMUL/FADD used	backend 875/875 (+1)	Tensor.mean() on float works	var/std still unsupported
2026-04-20	colmean	1	Item#10 iter: col-reduce post-op scaling	float mean(axis=0) fused FMUL now appended inside col-reduce kernel; dedicated broadcast-const VMEM slot past reserved range	backend 876/876 (+1)	Tensor.mean(axis=0) works	mean(axis=1) + var/std
2026-04-20	rowmean	1	Item#10 iter: row-reduce post-op scaling	float mean(axis=1) fused FMUL now appended inside row-reduce kernel	backend 877/877 (+1)	Tensor.mean(axis=1) works	
2026-04-20	pre-red-guard	1	Item#10 iter: guard pre-reduction unary in reduce renderer	RECIPROCAL/EXP2/LOG2/SIN/SQRT in reduction chain now rejects kernel instead of dropping unary	backend 879/879 (+3)	no silent wrong reductions	fused reduce+unary support
2026-04-20	wherecmp-guard	1	Item#10 iter: guard pre-reduction WHERE/CMP	abs()/clip() before reduction no longer silently drop; reducer rejects conditional logic	backend 880/880 (+1)	no silent abs-sum bug	fused reduce+abs support
2026-04-20	log-guard	1	Item#10 iter: tighten scaled-log2 input	log(x+5) silently rendered as log(x) — now requires plain LOAD input	backend 881/881 (+1)	no silent log shift drop	compound log/exp renderers
2026-04-20	exp2sin-guard	1	Item#10 iter: tighten scaled-exp2/sin inputs	compound-input exp2/sin no longer silently drop inner sub-expressions	backend 881/881 (unchanged; new patterns rejected)	scaled-renderer input validation	per-param type safety
2026-04-20	premul-guard	1	Item#10 iter: pre-reduction MUL guard	sum(x*x)/sum(-x)/max(-x) no longer silently strip pre-reduction MULs	backend 882/882 (+1)	reducer refuses compound int kernels	pre-reduction MUL renderer
2026-04-20	axis-premul	1	Item#10 iter: axis reducer pre-MUL guard	row/col reducers mirror scalar guard; sum(x*x,axis) and max(-x,axis) no longer silently drop pre-reduction MULs	backend 883/883 (+1)	no silent axis-reduce wrong results	fused axis reduce+mul support
2026-04-20	todo-mid	1	iter 24: TODO mid-push refresh	landings 1-23 summarized	docs-only	mid-push snapshot	more renderer fixes
2026-04-20	sweep	1	Iter 25: float correctness sweep	17-op Tensor method sweep vs numpy reference	backend 884/884 (+1)	regression net for future renderer changes	more dtype coverage
2026-04-20	sweep-int	1	Iter 26: int32 correctness sweep	16-op Tensor method sweep vs numpy reference	backend 885/885 (+1)	int regression net	bool correctness fix
2026-04-20	memory-2	1	iter 27: memory refresh mid-push	full checkpoint 2026-04-20; project_status updated; MEMORY index bumped	memory-only	mid-push resume ready	next session picks up cold
2026-04-20	softplus-guard	1	Iter 28: softplus min-const false-match guard	float min-const path no longer silently matches softplus/MAX+MUL+transcendental kernels	backend 886/886 (+1)	no silent softplus-as-min	softplus dedicated renderer
2026-04-20	clip	1	Iter 29: clip/hardtanh renderer	Tensor.clip(lo,hi) and Tensor.hardtanh() lower to FMIN+FMAX per tile	backend 888/888 (+2)	clip/hardtanh end-to-end	softplus still UNSUPPORTED
2026-04-20	leaky	1	Iter 30: leaky_relu renderer	leaky_relu via 3-op FMUL+FMAX microprogram	backend 888/888 (+1)	Tensor.leaky_relu() end-to-end	elu/selu/mish renderers
2026-04-20	clamp1	1	Iter 31: single-bound clamp + relu-zero guard	clamp(min=c)/clamp(max=c) for c!=0 emit FMAX/FMIN; relu pattern now requires CMPLT's CONST to be 0	backend 889/889 (+1)	single-bound clamp works	var/std / softmax
2026-04-20	todo-end-2	1	iter 32: end-of-push-2 TODO refresh	iters 24-31 landings summarized in TODO	docs-only	end-of-push-2 snapshot	var/std + softmax
2026-04-20	vfy-2	1	iter 33: final verification end of push-2	BSV 95 tests green; Python 1031 passed + 1 skipped; 31 iters clean	all green	end of second 40-iter push	cold resume from memory
2026-04-20	colbc-float	1	Iter 34: col-broadcast float remap	ADD/SUB/MUL/etc in col-broadcast renderer now remap to F-variants for float tensors	backend 889/889	float col-broadcast no longer bit-reinterprets	deeper col-broadcast shape bug remains
2026-04-20	rowbc-float	1	Iter 35: row-broadcast float remap	same fix as iter 34 applied to row-broadcast renderer	backend 889/889	float row-broadcast no longer bit-reinterprets	
2026-04-20	memory-3	1	iter 36: memory refresh end-of-push-2	checkpoint 2026-04-20 updated with iters 24-35 landings	memory-only	end of 2nd 40-iter push cold-resume ready	next session picks up cold
2026-04-20	vfy-final	1	iter 37: final verification end-of-push-2	BSV 95 tests + Python 1031 passed + 1 skipped; 36 iters clean second 40-iter push substantially closed	all green	end of second 40-iter push	next session cold-resume
2026-04-20	edd1f7a	1	lean	pipe_refines_abs + multi variant	lake build ok	none (proof add-on)	continue push 3 bool-cast
2026-04-20	f280fd4	1	tinytpu+tests	bool tensor Tensor.sum() correct	sim tests: 2 new + 119 regress pass	none (bugfix)	continue push 3 hardware
2026-04-20	e5fa1fa	1	pe+test	feedPair/passWeight OS primitive	make test-pe pass (+2 OS cycles)	none	iter 41 SystolicArray streaming
2026-04-20	68b902c	1	systolic+test	feedPair streaming + getMatrix drain	make test-array pass (WS + OS 2x2 matmul)	none	iter 42 Controller OS FSM
2026-04-20	b57243c	1	ctrl+test	startOsReal + FSM + full-matrix drain	make test-ctrl-os-real pass (4x4 I@W = W)	none	iter 43 SXU/TASM OS-real opcode
2026-04-21	b92cd7d	1	os cleanup	unified naming: accumulate (23) + OS (25)	ctrl-os+ctrl-accumulate+sxu+tasm pass	none	iter 45 IS dataflow
2026-04-21	13b93cf	1	sramdb	writeActive front-door method	test-wsram-db+asram-db pass	none	iter 46 TensorCore DB wire-in
2026-04-21	b6190c6	1	tc	DB SRAMs as TensorCore default	test-tc+4x4+accel+chip+865 backend tests pass	Item #5 finish	iter 47 preload+swap API E2E test
2026-04-21	7327dfe	1	tc+sxu+test	DB ping-pong dispatch + SXU restart from HALTED	test-tc-db pass + sxu/sxu-psum/tc/4x4/accel clean	none	iter 48 TensorCore DB wiring doc
2026-04-21	8f509b8	1	todo	close Item #5 + #8	none (docs)	Item#5 + #8 done	iter 49 TranscUnit TANH/SIGMOID
2026-04-21	339312e	1	vregfile	Vector-of-Reg unblocks dual-issue writeback	test-vregfile+sxu+865 backend pass; G0010 → G0036	real hw gap closed (dual-issue)	iter 50 more SXU gaps
2026-04-21	2809dd0	1	sxu+tasm	LOAD_MXU_MATRIX_ROW (opcode 26)	test-sxu clean; tasm 86 pass (+2)	none	iter 51 OS end-to-end sim test
2026-04-21	b90ab1d	1	test	OS E2E through runtime sim	892 backend tests pass (+1)	OS fully usable via bundle	iter 52 multi-K OS accumulate
2026-04-21	0df63ed	1	test	OS E2E non-trivial A matmul	2 OS E2E tests pass	staircase non-identity exercise	iter 53 cycle counter
2026-04-21	ed0ed19	1	sxu+perf	READ_CYCLE opcode 27 + counter reg	tasm 88 + 894 backend pass	none	iter 54 cycle-range E2E test
2026-04-21	ab3c958	1	todo	close VRegFile writeback item	none (docs)	Tier 3 item closed	iter 55 SXU_LOOP
2026-04-21	6ac6703	1	sxu+loop	LOOP_BEGIN/END opcodes 28/29 + body-runs test	tasm 90 + 895 backend pass	real hw support for short loops	iter 56 iter-count proof test
2026-04-21	48dcba5	1	test	LOOP iter-count proof via READ_CYCLE delta	896 backend pass	none	iter 57 small cleanup
2026-04-21	042796a	1	sxu	VZERO opcode 30 (single-cycle zero vreg)	tasm 92 + backend clean	none	iter 58 VFILL
2026-04-21	08ba1ff	1	sxu	VFILL (31) + VMOV (32) single-cycle	tasm 96 pass; 3 E2E tests	none	iter 59 combined test
2026-04-21	2f21712	1	test	LOOP accumulator integration test	900 backend pass	none	iter 60 read results panel
2026-04-21	136af66	1	test	dual-issue XLU cycle-span guard	901 backend pass	locks in iter 49 win	iter 61 next
2026-04-21	e7befdd	1	ctrl+sxu	MXU_OS_ACCUMULATE (33) — multi-K-tile OS	tasm 98 + 902 backend pass	real OS scaling past K==rows	iter 62 next
2026-04-21	a85d3ed	1	lean	accumulate_compose theorem	lake build ok	formal OS-accumulate correctness	iter 63 next
2026-04-21	ef029a5	1	sxu	VNEG opcode 34	tasm 100 + backend pass	none	iter 64 next
2026-04-21	82421cf	1	sxu	VABS opcode 35	tasm 102 + backend pass	none	iter 65 run full regression
2026-04-21	59a2574	1	regression	full sweep pass after 35-opcode SXU	BSV 54/54 + Python 1006/1006	none	iter 66 TODO refresh
2026-04-21	87f9ac6	1	todo	push 3 landing summary + deferrals	none (docs)	all Tier 1-2 items closed or deferred	iter 67 next
2026-04-21	554b254	1	test	compose VFILL+LOOP+VNEG+VABS+VMOV	905 backend pass	none	iter 68 docs
2026-04-21	8cd6020	1	doc	architecture.html push-3 opcode refresh	none (docs)	docs in sync	iter 69 next
2026-04-21	b461c3f	1	verify	full verification post-doc refresh	python 1067 + lean lake build ok	none	iter 70 next
2026-04-21	b461c3f	1	memory	checkpoint_2026_04_21 + MEMORY.md bump	none (memory)	resume pointer current	iter 71 next
2026-04-21	6039f71	1	tinytpu	int32 abs renderer uses VABS (5→3 instrs)	905 backend pass	instruction density -40% for int abs	iter 72 next
2026-04-21	52d3ac9	1	tinytpu	softsign: VZERO replaces zero preload	905 backend pass	one less VMEM tile per softsign	iter 73 next
2026-04-21	68cccfd	1	verify	final end-to-end regression	python 1067 + lean build ok	none	iter 74 status memory
2026-04-21	0b57783	1	memory	project_tinytpu_status refresh for push 3	none (memory)	resume pointer current	iter 75 next
2026-04-21	6ce6a0c	1	verify	submodule sync + clean state check	submodule e2439f52 (tinytpu-iterations)	none	iter 76 final TODO
2026-04-21	62051ec	1	todo	note VABS/VZERO renderer adoption	none (docs)	push 3 wrapping	iter 77 final
2026-04-21	0c0cb15	1	push-3-done	final regression: 1007 backend+tasm + 36 SXU opcodes + real OS + DB default + dual-issue unblocked	BSV 54/54 pass	push 3 (iters 38-77) complete	hand off to next session via checkpoint
2026-04-22	3595c3b	1	sxu+loop	nested LOOP via depth-4 stack	907 backend pass (+2 nested)	Item: Nested SXU_LOOP closed	iter 2 VPU dual-issue
2026-04-22	6bd27de	1	vpu	VPU_PACKED_I8_ADD saturating opcode	tasm 103 + backend 908 pass (+1 tasm, +1 backend)	Item: int8 packed ADD	iter 3 PACKED_I8_SUB
2026-04-22	c28bcf3	1	vpu	VPU_PACKED_I8_SUB saturating opcode	tasm 104 + backend 909 pass	Item: int8 packed SUB	iter 4 PACKED_I8_MAX
2026-04-22	7759823	1	vpu	VPU_PACKED_I8_MAX/MIN signed byte-wise	tasm 106 + backend 910 pass	Item: int8 packed MAX/MIN	iter 5 PACKED_I8_NEG/ABS
2026-04-22	db2f203	1	vpu	VPU_PACKED_I8_NEG + RELU	tasm 108 + backend 911 pass	Item: int8 packed NEG/RELU	iter 6 transcunit tanh
2026-04-22	a1ac76e	1	vpu	VPU_PACKED_I8_CMPLT/CMPEQ	tasm 110 + backend 912 pass	Item: int8 CMPLT/CMPEQ	iter 7 PACKED_I8_ABS + MUL_LOW
2026-04-22	9b01dab	1	sxu	LOAD_LOOP_DEPTH opcode	tasm 114 + backend 913 pass	sxu opcodes 37 total	iter 8 XLU rotate
2026-04-22	ff3dc81	1	sxu+xlu	DISPATCH_XLU_ROTATE opcode	tasm 116 + backend 914 pass	sxu opcodes 38 total	iter 9 xlu permute
2026-04-22	0dda23d	1	sxu+psum	PSUM_CLEAR_ALL multi-cycle walker	backend 915 pass	sxu opcodes 39 total	iter 10 pred-not-zero
2026-04-22	d65461b	1	sxu	SET_PRED_NE_ZERO + SKIP_IF_NOT_PRED	backend 916 pass	sxu opcodes 41 total	iter 11 LOOP_BREAK
2026-04-22	16fce52	1	vpu	VPU_PACKED_I8_MUL_LOW	tasm 115 + backend 917 pass	packed_i8 at 7 ops	iter 12 run full regression
2026-04-22	ca19d50	1	vpu	VPU_PACKED_I8_MUL_HIGH (Q-format hi-byte)	tasm 116 + backend 918 pass	packed_i8 at 8 ops	iter 13 vpu sign
2026-04-22	57b75e7	1	vpu	SIGN + PACKED_I8_ABS + PACKED_I8_SIGN unary ops	tasm 119 + backend 920 pass	packed_i8 at 10 ops (ABS/SIGN)	iter 14 lean proof
2026-04-22	539d74b	1	lean	zero_weight_accum_unchanged theorem	lake build ok (4 theorems)	formal inertness of 0-weight	iter 15 next
2026-04-22	15ef22e	1	vpu	VPU_FSIGN float sign opcode	tasm 120 + backend 921 pass	vpu=69 ops	iter 16 xlu permute
2026-04-22	885afb6	1	vpu	ARGMIN + ARGMAX per-row index reductions	tasm 122 + backend 922 pass	vpu=71 ops	iter 17 reductions
2026-04-22	311d4f5	1	vpu	VPU_CLZ + VPU_POPCOUNT	tasm 124 + backend 923 pass	vpu=73 ops	iter 18 byte reverse
2026-04-22	305fa46	1	doc	architecture.html opcode refresh	none (docs)	docs sync to push 4 state	iter 19 tanh
2026-04-22	531dbe2	1	regression	push-4 midpoint full sweep	Python 1107+1skip; BSV sample 15/15	regression baseline clean	iter 20 TODO refresh
2026-04-22	ec381ca	1	todo	push-4 progress summary	none (docs)	Nested LOOP closed; int8 at 10 ops	iter 21 next
2026-04-22	27f5a8b	1	vpu	VPU_CTZ + VPU_BYTE_REVERSE	tasm 126 + backend 924 pass	vpu=75 ops	iter 22 next
2026-04-22	a91d01f	1	vpu	VPU_SAT_ADD_I32 + VPU_SAT_SUB_I32	tasm 128 + backend 925 pass	vpu=77 ops	iter 23 lean sign
2026-04-22	b2ac7a3	1	lean	sign_idempotent + sign_odd	lake build ok (6 theorems)	formal sign semantics	iter 24 more vpu
2026-04-22	dad848f	1	vpu	ABS_DIFF_I32 + PACKED_I8_ABS_DIFF	tasm 130 + backend 927 pass	vpu=79 ops	iter 25 todo refresh
2026-04-22	d4f0fca	1	vpu	VPU_FABS single-cycle float abs	tasm 131 + backend 928 pass	vpu=80 ops	iter 26 softsign renderer adoption
2026-04-22	1ceeda0	1	tinytpu	softsign adopts FABS (drops VZERO+FSUB+FMAX)	softsign test pass	renderer adoption start	iter 27 next
2026-04-22	b98c3e0	1	tinytpu	float-abs adopts FABS (5 instrs -> 3)	58 abs tests pass	renderer adoption 2	iter 28 next
2026-04-22	1f11ec3	1	vpu	VPU_ROTL + VPU_ROTR	tasm 133 + backend 931 pass	vpu=82 ops	iter 29 next
